"PROTEIN","FBgn","FBgn_mel","SYMBOL","Sec","Unique.peptides","LFQ.intensity.CAG_1A","LFQ.intensity.CAG_1B","LFQ.intensity.CAG_2_1","LFQ.intensity.CAG_2_2","LFQ.intensity.CAG_3","LFQ.intensity.CEB_1A","LFQ.intensity.CEB_1B","LFQ.intensity.CEB_2_1","LFQ.intensity.CEB_2_2","LFQ.intensity.CEB_3","LFQ.intensity.VAG_1A","LFQ.intensity.VAG_1B","LFQ.intensity.VAG_2_1","LFQ.intensity.VAG_2_2","LFQ.intensity.VAG_3","LFQ.intensity.VEB_1A","LFQ.intensity.VEB_1B","LFQ.intensity.VEB_2_1","LFQ.intensity.VEB_2_2","LFQ.intensity.VEB_3"
"maker-scaffold604-size86851-augustus-gene-0.30-mRNA-1","FBgn0211592","FBgn0037573","GJ24512","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1589000,0,0,0,0,0,0
"maker-scaffold606-size110555-augustus-gene-0.15-mRNA-1","FBgn0201384","FBgn0000559","GJ14167",NA,39,703230000,694370000,804320000,777550000,755020000,694160000,745720000,932150000,909490000,860510000,635690000,698880000,736130000,756040000,781770000,704740000,812790000,867890000,894140000,906660000
"maker-scaffold608-size69469-augustus-gene-0.22-mRNA-1","FBgn0198831","FBgn0036813","GJ11573",NA,2,0,0,2762000,0,0,0,2971200,0,0,5303600,0,0,2259700,0,0,3064700,3256200,3291300,2994300,0
"maker-scaffold609-size49904-augustus-gene-0.24-mRNA-1","FBgn0204953","FBgn0031263","GJ17784",NA,1,5830100,0,0,0,0,19573000,14513000,3617700,3839900,8913000,0,0,0,0,4459100,0,13708000,14797000,10015000,0
"maker-scaffold610-size84564-snap-gene-0.16-mRNA-1","FBgn0204701","FBgn0004419","GJ17531",NA,6,20731000,0,21561000,22703000,27565000,13411000,14345000,21198000,21191000,24274000,26493000,32228000,34004000,24582000,28107000,18572000,17834000,23587000,26365000,20418000
"maker-scaffold614-size72194-augustus-gene-0.17-mRNA-1","FBgn0200518","FBgn0261258","GJ13292",NA,4,0,0,0,0,0,5511500,5705500,4931500,0,4789500,0,0,0,0,0,6440200,5305600,4896200,5620300,4751000
"maker-scaffold614-size72194-augustus-gene-0.21-mRNA-1","FBgn0200525","FBgn0002638","GJ13299",NA,4,0,17927000,10693000,20770000,0,5573400,4718200,5039400,4956300,5212600,0,0,0,0,0,0,0,4445900,5297100,0
"maker-scaffold617-size41908-augustus-gene-0.10-mRNA-1","FBgn0201724","FBgn0014427","GJ14513",NA,11,8758600,5835800,12384000,11804000,7310900,32264000,36889000,71444000,83406000,67207000,20782000,20217000,36706000,34889000,14221000,37378000,35130000,53418000,41249000,74227000
"maker-scaffold618-size136712-augustus-gene-0.22-mRNA-1","FBgn0201212","FBgn0036918","GJ13994",NA,4,5274300,4001500,5358300,4736300,4569600,6732600,8715300,10323000,10358000,8422800,0,0,0,0,0,8246700,7726700,9155200,8868500,9108200
"maker-scaffold618-size136712-augustus-gene-0.23-mRNA-1",NA,NA,NA,NA,18,4125400000,4986100000,2590900000,3696200000,3136700000,55413000,55869000,40102000,49785000,44993000,3964300000,3010900000,3736700000,2257100000,4703400000,121850000,53386000,36714000,84332000,35273000
"maker-scaffold618-size136712-augustus-gene-0.26-mRNA-1","FBgn0198594","FBgn0036921","GJ11334",NA,8,15478000,13581000,25577000,21872000,15109000,12258000,21548000,21593000,25572000,19298000,13750000,13061000,12580000,19421000,17468000,18750000,23515000,19656000,15773000,19559000
"maker-scaffold618-size136712-augustus-gene-0.28-mRNA-1","FBgn0198591","FBgn0028695","GJ11331",NA,15,40973000,42193000,34744000,34112000,40309000,48471000,45769000,56660000,55430000,47452000,40676000,37332000,33593000,26587000,37801000,52734000,65797000,55400000,47592000,36951000
"maker-scaffold619-size47927-snap-gene-0.22-mRNA-1","FBgn0211740","FBgn0038984","GJ24663",NA,2,0,0,0,0,0,6229400,6472000,5712400,6156800,7881500,0,0,0,0,0,6335300,7219600,7429200,9700400,6840700
"maker-scaffold61-size192323-augustus-gene-0.25-mRNA-1","FBgn0200930","FBgn0031831","GJ13709",NA,4,50758000,48013000,53604000,56264000,46150000,36878000,35071000,11994000,14543000,23174000,21491000,28966000,40970000,39270000,28091000,8380500,9905600,12666000,10260000,7248300
"maker-scaffold620-size95113-augustus-gene-0.38-mRNA-1","FBgn0211755","FBgn0037879","GJ24678","Sfp",1,5370500,4669800,26420000,25499000,5332700,0,0,5374300,4033600,0,4282200,0,0,3231600,0,3284100,4137800,3197000,3416400,2887600
"maker-scaffold620-size95113-snap-gene-0.49-mRNA-1","FBgn0211753","FBgn0031148","GJ24676",NA,3,0,0,0,0,0,0,0,0,0,0,0,7709800,9091300,7747400,0,0,0,0,0,0
"maker-scaffold623-size53070-augustus-gene-0.8-mRNA-1","FBgn0207274","FBgn0032422","GJ20134",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12792000
"maker-scaffold625-size40917-augustus-gene-0.28-mRNA-1","FBgn0200585","FBgn0035753","GJ13360",NA,4,77030000,41043000,16226000,29713000,17487000,35193000,30985000,52590000,57161000,46896000,22805000,38497000,37070000,46029000,22242000,51649000,43356000,41209000,39211000,32798000
"maker-scaffold629-size49798-augustus-gene-0.27-mRNA-1","FBgn0208230","FBgn0011296","GJ21096",NA,17,134340000,158440000,142510000,125250000,138330000,283790000,325620000,190040000,214540000,183290000,64101000,57845000,55635000,57974000,65718000,122510000,150980000,132530000,142840000,157330000
"maker-scaffold631-size67110-augustus-gene-0.11-mRNA-1","FBgn0201761","FBgn0037239","GJ14554",NA,6,0,0,5257000,4754500,4619000,8584700,0,9909800,8738800,8891100,7835100,6545100,18162000,17460000,8142100,5493500,0,7237800,7412500,5011300
"maker-scaffold634-size151341-augustus-gene-0.29-mRNA-1","FBgn0199362","FBgn0035147","GJ12110",NA,12,41511000,35575000,40484000,36540000,39999000,75315000,75590000,91459000,90016000,91898000,51380000,41692000,44379000,46633000,50145000,104880000,104350000,94061000,102450000,125240000
"maker-scaffold634-size151341-augustus-gene-0.32-mRNA-1","FBgn0200476","FBgn0025866","GJ13250",NA,3,0,0,0,0,0,5155800,6261900,5373800,0,0,0,0,0,0,0,4964900,6522500,6031700,5356600,5165500
"maker-scaffold634-size151341-augustus-gene-0.35-mRNA-1","FBgn0200472","FBgn0035944","GJ13246",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051100
"maker-scaffold634-size151341-augustus-gene-0.36-mRNA-1","FBgn0200470","FBgn0035148","GJ13244",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271900
"maker-scaffold635-size71370-snap-gene-0.33-mRNA-1","FBgn0206889","FBgn0264855","GJ19747",NA,6,3730000,0,0,0,0,6743400,6781800,5701800,6597400,7644000,0,3268200,4028900,0,5673800,7434400,6671900,7938300,9509600,5465700
"maker-scaffold641-size81484-snap-gene-0.19-mRNA-1","FBgn0208989","FBgn0017545","GJ21872",NA,11,378780000,303700000,297240000,313950000,297630000,195930000,182230000,178170000,193470000,216770000,362700000,343240000,389960000,404840000,312270000,240070000,224690000,218690000,201700000,179610000
"maker-scaffold647-size97846-augustus-gene-0.23-mRNA-1","FBgn0207310","FBgn0250842","GJ20170","Sfp",12,984010000,698170000,877250000,884280000,869530000,0,0,0,0,0,805910000,806500000,649320000,686680000,708560000,0,0,0,0,0
"maker-scaffold649-size114345-augustus-gene-0.5-mRNA-1",NA,NA,NA,"Sec",6,2.263e+09,4371200000,1104100000,1278800000,1010200000,1419400,0,0,0,0,1799300000,1308700000,544970000,576720000,716700000,0,0,0,0,0
"maker-scaffold64-size80207-augustus-gene-0.17-mRNA-1","FBgn0207648","FBgn0032732","GJ20508",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258900,0,0,0
"maker-scaffold655-size37790-augustus-gene-0.16-mRNA-1","FBgn0205549","FBgn0033663","GJ18390","Sec",29,1.864e+09,1624800000,1.474e+09,1534900000,1571400000,544570000,530240000,488350000,478770000,539610000,1417400000,1371800000,1333200000,1374100000,1355700000,629290000,607010000,604620000,610430000,655700000
"maker-scaffold655-size37790-snap-gene-0.23-mRNA-1","FBgn0205055","FBgn0284245","GJ17887",NA,8,1363300000,1127600000,1259900000,1270100000,1230100000,1140500000,1162100000,1198500000,1271200000,1377600000,1518700000,1365700000,1489300000,1413400000,1307200000,1.208e+09,1.151e+09,1316600000,1320900000,1.462e+09
"maker-scaffold65-size225172-augustus-gene-0.33-mRNA-1","FBgn0211213","FBgn0039857","GJ24129",NA,9,51349000,42651000,45159000,44119000,34181000,41764000,38923000,31301000,31618000,49079000,33967000,26997000,69396000,79604000,50815000,66795000,54328000,57400000,64499000,35006000
"maker-scaffold65-size225172-augustus-gene-0.42-mRNA-1","FBgn0210188","FBgn0028968","GJ23086",NA,17,103360000,105690000,121530000,133360000,108780000,38129000,35996000,60767000,60035000,67104000,121160000,113600000,144180000,140510000,117980000,56657000,55266000,72370000,69820000,69880000
"maker-scaffold65-size225172-augustus-gene-1.19-mRNA-1","FBgn0211224","FBgn0039478","GJ24140",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold65-size225172-augustus-gene-2.15-mRNA-1","FBgn0211226","FBgn0039474","GJ24142","Sfp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8906000,0,0,0,0,0
"maker-scaffold65-size225172-snap-gene-2.23-mRNA-1","FBgn0211228",NA,"GJ24144",NA,6,22850000,35071000,42645000,50306000,33709000,0,0,0,0,0,0,8839600,11793000,12122000,10059000,0,0,0,0,0
"maker-scaffold662-size29948-snap-gene-0.9-mRNA-1","FBgn0211421","FBgn0285912","GJ24341",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312800,0,0,0,0,0
"maker-scaffold665-size55465-snap-gene-0.14-mRNA-1","FBgn0206457","FBgn0030520","GJ19313",NA,8,18406000,16807000,17082000,14782000,14262000,17567000,15776000,18687000,24535000,19682000,21933000,17663000,23150000,18136000,15992000,21009000,24529000,22361000,19908000,20849000
"maker-scaffold667-size62758-augustus-gene-0.13-mRNA-1","FBgn0198619",NA,"GJ11360",NA,16,0,0,0,0,0,373060000,386460000,479660000,473570000,678910000,0,0,0,0,0,628790000,637680000,701500000,792720000,991330000
"maker-scaffold668-size56010-augustus-gene-0.10-mRNA-1","FBgn0207653","FBgn0034259","GJ20513",NA,6,24308000,32361000,25960000,35121000,29693000,53359000,57174000,52877000,55299000,46521000,31985000,35059000,25830000,34260000,32489000,40188000,50850000,39949000,38863000,45994000
"maker-scaffold669-size102525-augustus-gene-0.51-mRNA-1","FBgn0199780","FBgn0035251","GJ12540",NA,3,0,0,0,0,0,2778700,2430900,2108500,2240000,5373000,0,0,0,0,0,2689000,2129600,3488100,5416500,6385900
"maker-scaffold669-size102525-augustus-gene-0.52-mRNA-1","FBgn0199782","FBgn0025725","GJ12542",NA,29,147010000,122850000,134360000,135010000,132230000,47026000,44588000,67675000,63858000,73373000,119170000,112070000,176270000,173890000,125820000,72617000,64004000,83102000,82615000,64838000
"maker-scaffold669-size102525-augustus-gene-0.55-mRNA-1","FBgn0203490","FBgn0031600","GJ16306",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781290,0
"maker-scaffold669-size102525-snap-gene-0.80-mRNA-1","FBgn0203308","FBgn0027560","GJ16123",NA,14,0,0,0,0,0,11259000,12337000,31431000,29450000,26468000,0,0,0,0,0,22378000,24345000,20986000,21102000,24114000
"maker-scaffold671-size69363-augustus-gene-0.10-mRNA-1","FBgn0205667","FBgn0265935","GJ18509",NA,4,0,0,0,0,6776400,14729000,14297000,14433000,15991000,9913000,0,0,9524900,9332900,0,9858500,12745000,12990000,14212000,15458000
"maker-scaffold673-size66537-augustus-gene-0.8-mRNA-1","FBgn0022427","FBgn0264978","GJ24182",NA,10,18870000,19807000,16152000,18087000,15823000,8664300,7251400,11902000,11258000,9436200,17677000,15877000,20863000,20036000,18027000,10382000,9284300,11279000,10374000,11067000
"maker-scaffold675-size149168-snap-gene-1.35-mRNA-1","FBgn0198284","FBgn0260462","GJ11017","Sfp",7,27099000,27665000,28846000,22610000,26950000,5868800,6663900,6790800,6565100,8076800,47723000,29568000,38896000,35330000,21029000,9460800,9344500,9919300,8098900,9083500
"maker-scaffold676-size113905-augustus-gene-0.23-mRNA-1","FBgn0211173","FBgn0038924","GJ24088",NA,6,20595000,26900000,20868000,19046000,20032000,41965000,45199000,46716000,54623000,47634000,20962000,12994000,12902000,15986000,20475000,42850000,50714000,31639000,39125000,53865000
"maker-scaffold676-size113905-augustus-gene-0.25-mRNA-1","FBgn0211175","FBgn0038922","GJ24090",NA,8,12337000,14335000,15279000,14790000,19064000,20652000,24064000,22884000,22362000,23448000,13855000,15220000,11564000,13455000,14001000,15094000,21796000,23054000,21933000,24878000
"maker-scaffold676-size113905-augustus-gene-0.26-mRNA-1","FBgn0210245","FBgn0266581","GJ23143",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461840,0,0,0,0
"maker-scaffold676-size113905-snap-gene-0.36-mRNA-1","FBgn0210244","FBgn0019957","GJ23142",NA,7,15781000,12842000,12858000,11448000,15306000,16873000,19098000,12300000,10901000,9009200,12260000,12746000,16269000,14385000,12122000,12852000,14069000,10902000,14616000,8099900
"maker-scaffold678-size32542-augustus-gene-0.5-mRNA-1",NA,NA,NA,NA,3,0,0,0,0,0,3676300,6126700,0,3783900,4233400,0,0,0,0,0,3657400,3796900,0,2920800,2843500
"maker-scaffold681-size147983-snap-gene-1.24-mRNA-1","FBgn0197661","FBgn0086355","GJ10377",NA,10,39849000,34038000,37504000,35893000,33317000,89903000,92727000,118440000,114110000,107890000,42375000,41292000,35342000,37829000,44484000,112780000,114210000,84449000,96214000,137230000
"maker-scaffold682-size135829-augustus-gene-0.23-mRNA-1","FBgn0208093","FBgn0283658","GJ20958","Sec",13,23802000,16963000,22013000,22907000,18974000,59831000,61612000,33162000,37530000,50863000,23915000,20703000,28265000,23883000,21699000,51684000,52520000,43958000,41021000,35908000
"maker-scaffold682-size135829-augustus-gene-1.8-mRNA-1","FBgn0208104","FBgn0031914","GJ20969",NA,1,0,0,0,0,0,0,0,0,0,2423700,0,0,0,0,0,0,0,0,0,0
"maker-scaffold6897-size1813-snap-gene-0.3-mRNA-1","FBgn0206406","FBgn0030521","GJ19262","Sfp",9,42766000,50367000,48151000,52489000,50714000,11675000,11451000,32620000,28844000,23066000,44186000,40294000,42462000,36869000,39338000,23878000,21485000,27815000,30666000,31139000
"maker-scaffold689-size43434-augustus-gene-0.14-mRNA-1","FBgn0208381","FBgn0035044","GJ21248",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold689-size43434-augustus-gene-0.15-mRNA-1","FBgn0208382","FBgn0035046","GJ21249",NA,3,10655000,14224000,9032700,9436800,11382000,10954000,12100000,7447700,0,4606500,9493700,12509000,7559600,8311000,6943000,9213900,7941200,8481900,6605600,7249100
"maker-scaffold690-size66478-snap-gene-0.14-mRNA-1","FBgn0208940","FBgn0032242","GJ21822",NA,22,55550000,59954000,62411000,58083000,74003000,61280000,65235000,81362000,89494000,72364000,73376000,67614000,71727000,61013000,62561000,65289000,70955000,62774000,67675000,79480000
"maker-scaffold699-size104298-augustus-gene-0.27-mRNA-1","FBgn0209197","FBgn0034371","GJ22083",NA,8,0,0,0,0,0,29802000,35283000,42211000,33800000,25150000,0,0,0,0,0,41488000,47168000,46299000,42439000,43489000
"maker-scaffold69-size55367-augustus-gene-0.21-mRNA-1","FBgn0197645","FBgn0262125","GJ10360",NA,16,108250000,110970000,115310000,117360000,118380000,55977000,59775000,71828000,68540000,77061000,118240000,122500000,141220000,115440000,122240000,64817000,69168000,79998000,78730000,80612000
"maker-scaffold69-size55367-augustus-gene-0.26-mRNA-1","FBgn0198068","FBgn0037358","GJ10797",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336000
"maker-scaffold69-size55367-snap-gene-0.32-mRNA-1","FBgn0198072","FBgn0038115","GJ10801",NA,4,0,0,0,8094100,0,13571000,14483000,17087000,20350000,15481000,0,0,0,0,0,8191100,10155000,8584600,9186800,11252000
"maker-scaffold6-size228697-augustus-gene-0.14-mRNA-1","FBgn0209966","FBgn0029155","GJ22862",NA,11,32246000,26779000,31726000,29374000,23373000,52882000,57827000,57129000,60543000,63876000,9221200,7959700,18328000,16814000,6591100,22915000,21591000,27189000,29156000,36125000
"maker-scaffold6-size228697-snap-gene-0.26-mRNA-1","FBgn0211461",NA,"GJ24381","Sec",5,16859000,0,11973000,14605000,14659000,0,0,0,0,0,18834000,22414000,15941000,11709000,17527000,0,0,0,0,0
"maker-scaffold701-size66642-augustus-gene-0.36-mRNA-1","FBgn0208270","FBgn0020370","GJ21137",NA,31,110760000,90629000,84475000,76082000,79752000,54160000,63833000,45191000,39508000,42343000,88090000,91894000,90811000,98183000,78076000,55714000,59597000,49759000,48406000,30860000
"maker-scaffold704-size115859-augustus-gene-0.24-mRNA-1","FBgn0211669","FBgn0038535","GJ24591",NA,22,78909000,70471000,62692000,62807000,57822000,34685000,40198000,30530000,28963000,32581000,76455000,59923000,70213000,70461000,63938000,38862000,36068000,34845000,32749000,29472000
"maker-scaffold704-size115859-augustus-gene-1.18-mRNA-1","FBgn0209959","FBgn0010040","GJ22855",NA,3,0,0,7894000,7554100,8298700,0,0,0,0,0,8247400,10934000,9241600,11781000,9090600,0,0,0,0,0
"maker-scaffold715-size109724-augustus-gene-0.42-mRNA-1","FBgn0197962","FBgn0086346","GJ10684",NA,17,21810000,17574000,18703000,21268000,22181000,47514000,48024000,44822000,50351000,60036000,12933000,16329000,15895000,16508000,5346700,38695000,39480000,40279000,37226000,41063000
"maker-scaffold715-size109724-snap-gene-0.57-mRNA-1","FBgn0197959","FBgn0039543","GJ10681",NA,12,0,0,0,0,0,46214000,47617000,45594000,47548000,60085000,0,0,0,0,0,52404000,61082000,55557000,63474000,72648000
"maker-scaffold718-size61946-augustus-gene-0.18-mRNA-1","FBgn0210457","FBgn0250820","GJ23356",NA,3,3485300,0,0,5508900,10995000,0,0,0,0,0,4793600,0,4418900,0,0,0,0,0,0,0
"maker-scaffold718-size61946-snap-gene-0.27-mRNA-1","FBgn0210455","FBgn0083966","GJ23354","Sfp",17,985950000,871130000,960610000,1022300000,1009300000,0,0,0,0,0,1173600000,1098100000,1013800000,980940000,1002700000,0,0,0,0,0
"maker-scaffold71-size201782-augustus-gene-1.53-mRNA-1","FBgn0198797","FBgn0037020","GJ11539",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784900,0,0
"maker-scaffold721-size79565-augustus-gene-0.19-mRNA-1","FBgn0204370","FBgn0016698","GJ17193",NA,3,1032900,0,0,3187000,0,2476300,2195400,0,0,0,1781800,0,0,2924300,0,0,0,0,0,0
"maker-scaffold724-size44077-augustus-gene-0.5-mRNA-1","FBgn0202024","FBgn0030478","GJ14820",NA,17,218630000,177750000,212160000,195580000,222150000,117420000,124260000,140080000,144980000,137050000,160880000,184890000,162110000,164540000,194600000,116070000,119030000,100460000,106710000,134030000
"maker-scaffold725-size86408-snap-gene-0.38-mRNA-1","FBgn0200387","FBgn0010747","GJ13160",NA,3,0,0,0,0,0,3394600,2930300,0,0,4154900,0,0,0,6060000,0,3771300,4011800,6785700,4853900,3581600
"maker-scaffold730-size88856-snap-gene-0.36-mRNA-1","FBgn0198222","FBgn0051472","GJ10954",NA,6,4153800,0,7849900,0,0,9290800,8393600,13644000,16999000,14054000,9290900,7853000,7824100,7114400,0,8801800,8128100,13963000,12654000,16463000
"maker-scaffold730-size88856-snap-gene-0.38-mRNA-1","FBgn0198219","FBgn0037515","GJ10951",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440500
"maker-scaffold731-size47264-augustus-gene-0.22-mRNA-1","FBgn0200331","FBgn0026259","GJ13104",NA,3,9282300,8461400,7940600,8006100,0,0,0,0,0,0,9958800,8180500,9279900,9163400,5762400,0,0,0,0,0
"maker-scaffold731-size47264-snap-gene-0.28-mRNA-1","FBgn0199523",NA,"GJ12274","Sec",2,0,0,81901000,80732000,176370000,0,0,0,0,0,52654000,0,0,65035000,0,0,0,0,0,0
"maker-scaffold733-size64302-augustus-gene-0.20-mRNA-1","FBgn0198298","FBgn0037533","GJ11031",NA,4,0,9429400,8082900,6421700,0,5774400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold735-size103010-augustus-gene-0.24-mRNA-1","FBgn0197968","FBgn0039529","GJ10691","Sec",7,36622000,35439000,34316000,31809000,31447000,13287000,16838000,18136000,17541000,15208000,25938000,26764000,15161000,19718000,9641800,17854000,16670000,12723000,13977000,17359000
"maker-scaffold738-size32534-augustus-gene-0.29-mRNA-1","FBgn0211116","FBgn0011768","GJ24029",NA,12,61233000,49983000,66373000,64583000,61636000,64413000,69512000,85092000,86125000,83717000,46407000,41878000,64481000,61195000,63196000,61677000,54637000,60454000,55073000,73230000
"maker-scaffold743-size46758-augustus-gene-0.17-mRNA-1","FBgn0200942","FBgn0027088","GJ13721",NA,14,76543000,65499000,65120000,70774000,65256000,38648000,36846000,44969000,42118000,45240000,83802000,84180000,80210000,75732000,69487000,44781000,44860000,44741000,48912000,47681000
"maker-scaffold744-size93141-augustus-gene-0.37-mRNA-1","FBgn0201739","FBgn0039160","GJ14528","Sec",4,12263000,0,11748000,13836000,10118000,9064400,7717400,11536000,13680000,10455000,8749000,8814000,14921000,11658000,13197000,8152900,8851000,12365000,8513700,10342000
"maker-scaffold744-size93141-augustus-gene-0.45-mRNA-1","FBgn0201421","FBgn0039156","GJ14206",NA,3,0,0,0,0,0,8195800,9099400,9511500,8586400,9908500,0,0,0,0,0,8851600,9919400,9025400,8803100,9028500
"maker-scaffold748-size31857-augustus-gene-0.18-mRNA-1","FBgn0205517","FBgn0033669","GJ18358",NA,5,9613400,0,8056100,9613400,7149700,0,0,0,0,0,8799300,8198600,8691600,12695000,0,4393900,4664900,5178800,4788600,5448100
"maker-scaffold752-size78514-augustus-gene-0.29-mRNA-1","FBgn0201592","FBgn0037383","GJ14379",NA,3,6647500,7053800,7721900,0,0,6166000,6053900,6823200,6021100,5452100,0,0,0,7885800,0,6503600,5521100,6349200,6232200,0
"maker-scaffold7566-size1592-augustus-gene-0.2-mRNA-1","FBgn0202964","FBgn0031099","GJ15776",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926200
"maker-scaffold760-size96625-augustus-gene-0.13-mRNA-1","FBgn0197974","FBgn0002921","GJ10697",NA,30,180530000,153370000,156210000,150520000,128290000,231630000,224980000,151770000,157410000,142180000,148460000,153720000,150410000,137950000,126920000,142730000,136720000,121310000,117890000,94631000
"maker-scaffold760-size96625-snap-gene-0.14-mRNA-1","FBgn0197972","FBgn0027492","GJ10695",NA,2,0,0,0,0,0,4992700,4350700,4636800,3527700,5735400,0,0,0,0,0,6508600,0,8310500,6524100,7296000
"maker-scaffold766-size47350-augustus-gene-0.17-mRNA-1","FBgn0197728",NA,"GJ10448",NA,5,9125600,6927600,8245400,7052200,7340100,26983000,25860000,21129000,24726000,26754000,7719100,6436900,6870300,8558300,8051600,16520000,15489000,22667000,21703000,17673000
"maker-scaffold766-size47350-augustus-gene-0.18-mRNA-1","FBgn0197991","FBgn0051266","GJ10714","Sfp",5,68658000,61594000,61715000,54172000,69756000,0,0,0,0,0,42879000,47526000,64334000,67606000,63402000,0,0,0,0,0
"maker-scaffold769-size41246-augustus-gene-0.12-mRNA-1","FBgn0209201","FBgn0265180","GJ22087",NA,35,17840000,9008800,15699000,14413000,11675000,1553700000,1663600000,1383600000,1674600000,1357600000,5980700,15710000,35188000,30252000,29064000,1131100000,1303300000,1103800000,1.209e+09,1154700000
"maker-scaffold76-size137588-augustus-gene-0.21-mRNA-1","FBgn0197547","FBgn0026616","GJ10261",NA,43,448900000,415500000,448920000,470690000,401330000,0,0,0,0,0,375150000,400570000,390340000,392530000,330680000,0,0,0,0,0
"maker-scaffold76-size137588-augustus-gene-1.37-mRNA-1","FBgn0197552","FBgn0027338","GJ10266",NA,6,17499000,25479000,20256000,19521000,21548000,17936000,16507000,18658000,22604000,18811000,14719000,18320000,11161000,16923000,12751000,15565000,15253000,17949000,17803000,20571000
"maker-scaffold76-size137588-augustus-gene-1.40-mRNA-1","FBgn0197557","FBgn0024833","GJ10271",NA,4,3416700,0,0,3193200,0,0,0,0,4050000,4784100,0,0,0,3769100,3874400,0,0,4041700,5432300,3238100
"maker-scaffold76-size137588-snap-gene-1.59-mRNA-1","FBgn0198180","FBgn0017567","GJ10912",NA,3,17252000,18442000,16521000,17213000,15405000,19872000,16781000,17677000,17107000,17893000,0,14518000,15500000,15565000,12550000,14448000,13605000,11185000,10982000,8927200
"maker-scaffold76-size137588-snap-gene-1.60-mRNA-1","FBgn0198179","FBgn0037718","GJ10911",NA,10,58321000,61313000,61882000,63343000,63379000,28061000,26233000,21058000,28112000,26347000,47509000,45959000,53467000,53777000,49335000,20581000,21585000,30535000,31785000,28785000
"maker-scaffold771-size44920-augustus-gene-0.13-mRNA-1","FBgn0209588","FBgn0034025","GJ22477",NA,9,33250000,37239000,28601000,33236000,36652000,15213000,12224000,16104000,12803000,17139000,25305000,22360000,26882000,35304000,32555000,17746000,17915000,20466000,21996000,22740000
"maker-scaffold771-size44920-snap-gene-0.16-mRNA-1","FBgn0209589","FBgn0035557","GJ22478","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6252100
"maker-scaffold773-size51444-augustus-gene-0.25-mRNA-1",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323200
"maker-scaffold777-size71208-augustus-gene-0.19-mRNA-1","FBgn0211370","FBgn0015279","GJ24290",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold778-size88302-augustus-gene-0.16-mRNA-1","FBgn0207675","FBgn0034588","GJ20535","Sec",22,0,0,0,0,0,173240000,181480000,249800000,265020000,200590000,0,0,0,0,0,427790000,453260000,408660000,418270000,466590000
"maker-scaffold779-size81787-snap-gene-0.14-mRNA-1",NA,NA,NA,NA,7,0,0,0,0,0,21743000,21699000,20642000,20899000,19440000,0,0,0,0,0,28230000,27219000,26931000,27407000,24215000
"maker-scaffold781-size96848-augustus-gene-0.38-mRNA-1","FBgn0203720","FBgn0004403","GJ16536",NA,3,3934800,0,4060600,3827300,3896400,0,0,0,0,2846000,0,0,4132300,4490100,4115100,0,0,2990500,3071400,0
"maker-scaffold783-size78001-augustus-gene-0.30-mRNA-1","FBgn0199797","FBgn0035528","GJ12557",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780400
"maker-scaffold783-size78001-augustus-gene-0.33-mRNA-1","FBgn0200084","FBgn0040475","GJ12849",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738300
"maker-scaffold783-size78001-augustus-gene-0.37-mRNA-1","FBgn0200078","FBgn0035523","GJ12843",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742400
"maker-scaffold786-size57107-augustus-gene-0.25-mRNA-1","FBgn0202792","FBgn0029994","GJ15602",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,12790000,0,0,0,0,0,0,0
